OBJECTID,SiteName,SiteNumber,Longitude,Latitude,Region,Sampling_Type,Location_Notes,x,y
203,Washpool Rd Fishkill 3,6000075,139.42803,-35.29702,Ad hoc - Coorong,Karenia counts,,139.42803,-35.29702
204,HAB 01 Surface,7000001,137.47,-33.6,Offshore,Karenia counts,,137.47,-33.6
205,HAB 02 Surface,7000002,137.3139994,-33.72501553,Offshore,Karenia counts,,137.3139994,-33.72501553
206,HAB 03 Surface,7000003,137.1575665,-33.84983168,Offshore,Karenia counts,,137.1575665,-33.84983168
207,HAB 04 Surface,7000004,137.0007,-33.97444711,Offshore,Karenia counts,,137.0007,-33.97444711
208,HAB 05 Surface,7000005,136.843399,-34.09886048,Offshore,Karenia counts,,136.843399,-34.0988604799999
209,HAB 06 Surface,7000006,136.6856621,-34.22307045,Offshore,Karenia counts,,136.6856621,-34.22307045
210,HAB 07 Surface,7000007,136.5274884,-34.34707568,Offshore,Karenia counts,,136.5274884,-34.3470756799999
211,HAB 08 Surface,7000008,136.3688767,-34.47087486,Offshore,Karenia counts,,136.3688767,-34.47087486
212,HAB 09 Surface,7000009,137.4113664,-33.77390225,Offshore,Karenia counts,,137.4113664,-33.7739022499999
213,HAB 10 Surface,7000010,137.3525063,-33.94775676,Offshore,Karenia counts,,137.3525063,-33.9477567599999
214,HAB 11 Surface,7000011,137.2934185,-34.12156176,Offshore,Karenia counts,,137.2934185,-34.12156176
215,HAB 12 Surface,7000012,137.2341016,-34.29531547,Offshore,Karenia counts,,137.2341016,-34.2953154699999
216,HAB 13 Surface,7000013,137.1745545,-34.46901609,Offshore,Karenia counts,,137.1745545,-34.46901609
217,HAB 14 Surface,7000014,137.1147757,-34.64266186,Offshore,Karenia counts,,137.1147757,-34.64266186
218,HAB 15 Surface,7000015,137.054764,-34.81625097,Offshore,Karenia counts,,137.054764,-34.8162509699999
219,HAB 16 Surface,7000016,138,-34.4594474,Offshore,Karenia counts,,138,-34.4594473999999
220,HAB 17 Surface,7000017,138.056,-34.66,Offshore,Karenia counts,,138.056,-34.66
221,HAB 18 Surface,7000018,137.9900956,-34.83212659,Offshore,Karenia counts,,137.9900956,-34.83212659
222,HAB 19 Surface,7000019,137.9239361,-35.00418943,Offshore,Karenia counts,,137.9239361,-35.0041894299999
223,HAB 20 Surface,7000020,137.8575199,-35.17618675,Offshore,Karenia counts,,137.8575199,-35.1761867499999
224,HAB 21 Surface,7000021,137.7908458,-35.34811678,Offshore,Karenia counts,,137.7908458,-35.3481167799999
225,HAB 22 Surface,7000022,137.7239122,-35.51997774,Offshore,Karenia counts,,137.7239122,-35.5199777399999
226,HAB 23 Surface,7000023,138.2,-34.66,Offshore,Karenia counts,,138.2,-34.66
227,HAB 24 Surface,7000024,138.1566392,-34.83693429,Offshore,Karenia counts,,138.1566392,-34.8369342899999
228,HAB 25 Surface,7000025,138.1131059,-35.01382193,Offshore,Karenia counts,,138.1131059,-35.0138219299999
229,HAB 26 Surface,7000026,138.069399,-35.19066111,Offshore,Karenia counts,,138.069399,-35.19066111
230,HAB 27 Surface,7000027,138.0255174,-35.36745,Offshore,Karenia counts,,138.0255174,-35.36745
231,HAB 28 Surface,7000028,137.9814602,-35.54418679,Offshore,Karenia counts,,137.9814602,-35.54418679
232,HAB 29 Surface,7000029,138.35,-34.75,Offshore,Karenia counts,,138.35,-34.7499999999999
233,HAB 30 Surface,7000030,138.3208017,-34.92888853,Offshore,Karenia counts,,138.3208017,-34.9288885299999
234,HAB 31 Surface,7000031,138.2914858,-35.10773664,Offshore,Karenia counts,,138.2914858,-35.10773664
235,HAB 32 Surface,7000032,138.2620515,-35.28654251,Offshore,Karenia counts,,138.2620515,-35.2865425099999
236,HAB 33 Surface,7000033,138.2324982,-35.46530429,Offshore,Karenia counts,,138.2324982,-35.4653042899999
237,HAB 34 Surface,7000034,138.1511298,-35.72053375,Offshore,Karenia counts,,138.1511298,-35.72053375
238,HAB 35 Surface,7000035,138.3691161,-35.69048623,Offshore,Karenia counts,,138.3691161,-35.69048623
239,HAB 36 Surface,7000036,138.586953,-35.66007894,Offshore,Karenia counts,,138.586953,-35.6600789399999
240,HAB 37 Surface,7000037,138.8046388,-35.62931222,Offshore,Karenia counts,,138.8046388,-35.62931222
241,CW3,6000076,137.73862,-35.0624,Ad hoc - Yorke Peninsula,Karenia counts,,137.73862,-35.0624
242,CW4,6000077,137.73582,-34.94383,Ad hoc - Yorke Peninsula,Karenia counts,,137.73582,-34.9438299999999
243,CW6,6000078,137.55135,-34.94788,Ad hoc - Yorke Peninsula,Karenia counts,,137.55135,-34.9478799999999
244,CW6A,6000079,137.7428,-34.95092,Ad hoc - Yorke Peninsula,Karenia counts,,137.7428,-34.9509199999999
245,ST3,6000080,137.80805,-33.0944,Ad hoc - Eyre Peninsula,Karenia counts,,137.80805,-33.0944
246,ST4,6000081,137.80217,-33.09928,Ad hoc - Eyre Peninsula,Karenia counts,,137.80217,-33.09928
247,ST8,6000082,137.83265,-33.10838,Ad hoc - Eyre Peninsula,Karenia counts,,137.83265,-33.10838
248,ST9,6000083,137.82598,-33.09915,Ad hoc - Eyre Peninsula,Karenia counts,,137.82598,-33.09915
249,PV2,6000084,137.8741,-33.22808,Ad hoc - Yorke Peninsula,Karenia counts,,137.8741,-33.22808
250,PV4,6000085,137.88643,-33.22958,Ad hoc - Yorke Peninsula,Karenia counts,,137.88643,-33.2295799999999
251,PV3,6000086,137.8691,-33.23092,Ad hoc - Yorke Peninsula,Karenia counts,,137.8691,-33.23092
252,Carrickalinga 1,6000087,138.3207028,-35.4250461,Ad hoc - Southern Fleurieu,Karenia counts,,138.3207028,-35.4250461
253,Carrickalinga 2,6000088,138.3202113,-35.4260632,Ad hoc - Southern Fleurieu,Karenia counts,,138.3202113,-35.4260631999999
254,Carrickalinga 3,6000089,138.319559,-35.4267391,Ad hoc - Southern Fleurieu,Karenia counts,,138.319559,-35.4267391
255,Coorong (COR-10A),4000037,139.2517264,-35.79600559,Regional - Coorong,Karenia counts (through the SA Shellfish Quality Assurance Program),SASQAP site COR-10A,139.2517264,-35.7960055899999
256,Goolwa Recreational Beach (1),4000039,138.83008,-35.54078,Regional - Southern Fleurieu,Karenia counts (through the SA Shellfish Quality Assurance Program),SASQAP site Goolwa 1,138.83008,-35.540780001
257,Goolwa Recreational Beach (2),4000040,138.79291,-35.52872,Regional - Southern Fleurieu,Karenia counts (through the SA Shellfish Quality Assurance Program),SASQAP site Goolwa 2,138.79291,-35.528720001
258,Goolwa Recreational Beach (3),4000041,138.74363,-35.51693,Regional - Southern Fleurieu,Karenia counts (through the SA Shellfish Quality Assurance Program),SASQAP site Goolwa 3,138.74363,-35.5169300009999
259,Coorong (COR-13A),4000038,139.3536,-35.8713,Regional - Coorong,Karenia counts (through the SA Shellfish Quality Assurance Program),SASQAP site COR-13A,139.3536,-35.871300001
260,Serenity Campsite S1,6000093,136.83785,-33.79951667,Ad hoc - Eyre Peninsula,Karenia counts,,136.83785,-33.799516668
261,Serenity Campsite S3,6000095,136.83785,-33.79876667,Ad hoc - Eyre Peninsula,Karenia counts,,136.83785,-33.798766668
262,Serenity Campsite S5,6000097,136.83785,-33.79801667,Ad hoc - Eyre Peninsula,Karenia counts,,136.83785,-33.7980166679999
263,Serenity Campsite S2,6000094,136.83785,-33.79951667,Ad hoc - Eyre Peninsula,Karenia counts,,136.83785,-33.799516668
264,Serenity Campsite S4,6000096,136.83785,-33.79876667,Ad hoc - Eyre Peninsula,Karenia counts,,136.83785,-33.798766668
265,Serenity Campsite S6,6000098,136.83785,-33.79801667,Ad hoc - Eyre Peninsula,Karenia counts,,136.83785,-33.7980166679999
266,Hallet Cove Fishkill 1,6000102,138.49429,-35.08411,Ad hoc - metropolitan,Karenia counts,,138.49429,-35.0841100009999
267,Hallet Cove Fishkill 2,6000103,138.49394,-35.0826,Ad hoc - metropolitan,Karenia counts,,138.49394,-35.0826000009999
268,Hallet Cove Fishkill 3,6000104,138.49541,-35.0809,Ad hoc - metropolitan,Karenia counts,,138.49541,-35.080900001
269,Seacliff Fishkill 1,6000108,138.51649,-35.0293,Ad hoc - metropolitan,Karenia counts,,138.51649,-35.029300001
270,Seacliff Fishkill 2,6000109,138.51654,-35.02978,Ad hoc - metropolitan,Karenia counts,,138.51654,-35.0297800009999
271,Seacliff Fishkill 3,6000110,138.51647,-35.0291,Ad hoc - metropolitan,Karenia counts,,138.51647,-35.029100001
272,Henley Beach Fishkill 1,6000105,138.49609,-34.93145,Ad hoc - metropolitan,Karenia counts,,138.49609,-34.931450001
273,Henley Beach Fishkill 2,6000106,138.49616,-34.93232,Ad hoc - metropolitan,Karenia counts,,138.49616,-34.9323200009999
274,Henley Beach Fishkill 3,6000107,138.49595,-34.93079,Ad hoc - metropolitan,Karenia counts,,138.49595,-34.9307900009999
275,"Glenelg Fishkill 1
",6000099,138.51105,-34.97882,Ad hoc - metropolitan,Karenia counts,,138.51105,-34.978820001
276,Glenelg Fishkill 2,6000100,138.50977,-34.98035,Ad hoc - metropolitan,Karenia counts,,138.50977,-34.980350001
277,Glenelg Fishkill 3,6000101,138.50992,-34.98157,Ad hoc - metropolitan,Karenia counts,,138.50992,-34.981570001
278,HAB 01 Bottom,7100001,137.47,-33.6,Offshore,Karenia counts,,137.47,-33.6
279,HAB 02 Bottom,7100002,137.3139994,-33.72501553,Offshore,Karenia counts,,137.3139994,-33.72501553
280,HAB 03 Bottom,7100003,137.1575665,-33.84983168,Offshore,Karenia counts,,137.1575665,-33.84983168
281,HAB 04 Bottom,7100004,137.0007,-33.97444711,Offshore,Karenia counts,,137.0007,-33.97444711
282,HAB 05 Bottom,7100005,136.843399,-34.09886048,Offshore,Karenia counts,,136.843399,-34.0988604799999
283,HAB 06 Bottom,7100006,136.6856621,-34.22307045,Offshore,Karenia counts,,136.6856621,-34.22307045
284,HAB 07 Bottom,7100007,136.5274884,-34.34707568,Offshore,Karenia counts,,136.5274884,-34.3470756799999
285,HAB 08 Bottom,7100008,136.3688767,-34.47087486,Offshore,Karenia counts,,136.3688767,-34.47087486
286,HAB 09 Bottom,7100009,137.4113664,-33.77390225,Offshore,Karenia counts,,137.4113664,-33.7739022499999
287,HAB 10 Bottom,7100010,137.3525063,-33.94775676,Offshore,Karenia counts,,137.3525063,-33.9477567599999
288,HAB 11 Bottom,7100011,137.2934185,-34.12156176,Offshore,Karenia counts,,137.2934185,-34.12156176
289,HAB 12 Bottom,7100012,137.2341016,-34.29531547,Offshore,Karenia counts,,137.2341016,-34.2953154699999
290,HAB 13 Bottom,7100013,137.1745545,-34.46901609,Offshore,Karenia counts,,137.1745545,-34.46901609
291,HAB 14 Bottom,7100014,137.1147757,-34.64266186,Offshore,Karenia counts,,137.1147757,-34.64266186
292,HAB 15 Bottom,7100015,137.054764,-34.81625097,Offshore,Karenia counts,,137.054764,-34.8162509699999
293,HAB 16 Bottom,7100016,138,-34.4594474,Offshore,Karenia counts,,138,-34.4594473999999
294,HAB 17 Bottom,7100017,138.056,-34.66,Offshore,Karenia counts,,138.056,-34.66
295,HAB 18 Bottom,7100018,137.9900956,-34.83212659,Offshore,Karenia counts,,137.9900956,-34.83212659
296,HAB 19 Bottom,7100019,137.9239361,-35.00418943,Offshore,Karenia counts,,137.9239361,-35.0041894299999
297,HAB 20 Bottom,7100020,137.8575199,-35.17618675,Offshore,Karenia counts,,137.8575199,-35.1761867499999
298,HAB 21 Bottom,7100021,137.7908458,-35.34811678,Offshore,Karenia counts,,137.7908458,-35.3481167799999
299,HAB 22 Bottom,7100022,137.7239122,-35.51997774,Offshore,Karenia counts,,137.7239122,-35.5199777399999
300,HAB 23 Bottom,7100023,138.2,-34.66,Offshore,Karenia counts,,138.2,-34.66
301,HAB 24 Bottom,7100024,138.1566392,-34.83693429,Offshore,Karenia counts,,138.1566392,-34.8369342899999
302,HAB 25 Bottom,7100025,138.1131059,-35.01382193,Offshore,Karenia counts,,138.1131059,-35.0138219299999
303,HAB 26 Bottom,7100026,138.069399,-35.19066111,Offshore,Karenia counts,,138.069399,-35.19066111
304,HAB 27 Bottom,7100027,138.0255174,-35.36745,Offshore,Karenia counts,,138.0255174,-35.36745
305,HAB 28 Bottom,7100028,137.9814602,-35.54418679,Offshore,Karenia counts,,137.9814602,-35.54418679
306,HAB 29 Bottom,7100029,138.35,-34.75,Offshore,Karenia counts,,138.35,-34.7499999999999
307,HAB 30 Bottom,7100030,138.3208017,-34.92888853,Offshore,Karenia counts,,138.3208017,-34.9288885299999
308,HAB 31 Bottom,7100031,138.2914858,-35.10773664,Offshore,Karenia counts,,138.2914858,-35.10773664
309,HAB 32 Bottom,7100032,138.2620515,-35.28654251,Offshore,Karenia counts,,138.2620515,-35.2865425099999
310,HAB 33 Bottom,7100033,138.2324982,-35.46530429,Offshore,Karenia counts,,138.2324982,-35.4653042899999
311,HAB 34 Bottom,7100034,138.1511298,-35.72053375,Offshore,Karenia counts,,138.1511298,-35.72053375
312,HAB 35 Bottom,7100035,138.3691161,-35.69048623,Offshore,Karenia counts,,138.3691161,-35.69048623
313,HAB 36 Bottom,7100036,138.586953,-35.66007894,Offshore,Karenia counts,,138.586953,-35.6600789399999
314,HAB 37 Bottom,7100037,138.8046388,-35.62931222,Offshore,Karenia counts,,138.8046388,-35.62931222
763,Klein Point Fishkill 1,6000111,137.77402,-34.95984,Ad hoc - Yorke Peninsula,Karenia counts,,137.77402,-34.959840001
764,Klein Point Fishkill 2,6000112,137.77397,-34.95943,Ad hoc - Yorke Peninsula,Karenia counts,,137.77397,-34.9594300009999
765,Klein Point Fishkill 3,6000113,137.77452,-34.95881,Ad hoc - Yorke Peninsula,Karenia counts,,137.77452,-34.958810001
766,Port Clinton Fishkill 1 (Oct),6000114,138.02551,-34.22393,Ad hoc - Yorke Peninsula,Karenia counts,,138.02551,-34.2239300009999
767,Port Clinton Fishkill 2 (Oct),6000115,138.02434,-34.22486,Ad hoc - Yorke Peninsula,Karenia counts,,138.02434,-34.224860001
768,Port Clinton Fishkill 3 (Oct),6000116,138.02244,-34.22645,Ad hoc - Yorke Peninsula,Karenia counts,,138.02244,-34.2264500009999
769,Ardrossan Fishkill 1,6000117,137.91636,-34.43547,Ad hoc - Yorke Peninsula,Karenia counts,,137.91636,-34.4354700009999
770,Ardrossan Fishkill 2,6000118,137.91784,-34.43505,Ad hoc - Yorke Peninsula,Karenia counts,,137.91784,-34.435050001
771,Ardrossan Fishkill 3,6000119,137.9175,-34.4347,Ad hoc - Yorke Peninsula,Karenia counts,,137.9175,-34.434700001
772,Second Valley Fishkill 1,6000120,138.21771667,-35.5114,Ad hoc - Southern Fleurieu,Karenia counts,,138.217716667,-35.511400001
773,Second Valley Fishkill 2,6000121,138.21675,-35.5105,Ad hoc - Southern Fleurieu,Karenia counts,,138.21675,-35.510500001
774,Second Valley Fishkill 3,6000122,138.21843333,-35.51133333,Ad hoc - Southern Fleurieu,Karenia counts,,138.218433333,-35.511333334
775,Port Noarlunga Fishkill 1,6000123,138.46763333,-35.16558333,Ad hoc - metropolitan,Karenia counts,,138.467633333,-35.165583334
776,Port Noarlunga Fishkill 2,6000124,138.46706667,-35.1664,Ad hoc - metropolitan,Karenia counts,,138.467066667,-35.1664000009999
777,Port Noarlunga Fishkill 3,6000125,138.46818,-35.16494667,Ad hoc - metropolitan,Karenia counts,,138.46818,-35.164946668
778,Myponga Beach Fishkill 1,6000126,138.38235,-35.37113333,Ad hoc - Southern Fleurieu,Karenia counts,,138.38235,-35.371133334
779,Myponga Beach Fishkill 2,6000127,138.3819,-35.371,Ad hoc - Southern Fleurieu,Karenia counts,,138.3819,-35.371000001
780,Myponga Beach Fishkill 3,6000128,138.38331667,-35.37148333,Ad hoc - Southern Fleurieu,Karenia counts,,138.383316667,-35.3714833339999
781,Morgans Beach Fishkill 1,6000129,138.10574,-35.59454,Ad hoc - Southern Fleurieu,Karenia counts,,138.10574,-35.594540001
782,Morgans Beach Fishkill 2,6000130,138.10654,-35.59402,Ad hoc - Southern Fleurieu,Karenia counts,,138.10654,-35.5940200009999
783,Morgans Beach Fishkill 3,6000131,138.10526,-35.59518,Ad hoc - Southern Fleurieu,Karenia counts,,138.10526,-35.595180001
784,Fishery Beach Fishkill 1,6000132,138.11476,-35.63272,Ad hoc - Southern Fleurieu,Karenia counts,,138.11476,-35.6327200009999
785,Fishery Beach Fishkill 2,6000133,138.11357,-35.63299,Ad hoc - Southern Fleurieu,Karenia counts,,138.11357,-35.6329900009999
786,Fishery Beach Fishkill 3,6000134,138.11511,-35.63342,Ad hoc - Southern Fleurieu,Karenia counts,,138.11511,-35.6334200009999
787,Moana Fishkill 1,6000135,138.47029,-35.20304,Ad hoc - metropolitan,Karenia counts,,138.47029,-35.203040001
788,Moana Fishkill 2,6000136,138.47007,-35.20366,Ad hoc - metropolitan,Karenia counts,,138.47007,-35.2036600009999
789,Moana Fishkill 3,6000137,138.47016,-35.20267,Ad hoc - metropolitan,Karenia counts,,138.47016,-35.2026700009999
790,Marion Bay Fishkill 1 (Nov),6000156,136.97951667,-35.24376667,Ad hoc - Yorke Peninsula,Karenia counts,,136.979516667,-35.243766668
791,Marion Bay Fishkill 2 (Nov),6000157,136.98041085,-35.24376927,Ad hoc - Yorke Peninsula,Karenia counts,,136.980410851,-35.243769275
792,Marion Bay Fishkill 3 (Nov),6000158,136.97861973,-35.2437655,Ad hoc - Yorke Peninsula,Karenia counts,,136.97861973,-35.2437655049999
793,Aldinga Beach Fishkill 1 (Nov),6000138,138.442544,-35.287625,Ad hoc - Southern Fleurieu,Karenia counts,,138.442544,-35.287625001
794,Aldinga Beach Fishkill 2 (Nov),6000139,138.442146,-35.286695,Ad hoc - Southern Fleurieu,Karenia counts,,138.442146,-35.2866950009999
795,Aldinga Beach Fishkill 3 (Nov),6000140,138.44287,-35.28894,Ad hoc - Southern Fleurieu,Karenia counts,,138.44287,-35.288940001
796,Henley Beach Fishkill 1 (Nov),6000150,138.49615,-34.93238333,Ad hoc - metropolitan,Karenia counts,,138.49615,-34.932383334
797,Henley Beach Fishkill 2 (Nov),6000151,138.49591667,-34.93171667,Ad hoc - metropolitan,Karenia counts,,138.495916667,-34.931716668
798,Henley Beach Fishkill 3 (Nov),6000152,138.49575,-34.93075,Ad hoc - metropolitan,Karenia counts,,138.49575,-34.930750001
799,Christies Beach Fishkill 1 (Nov),6000141,138.46885,-35.13506,Ad hoc - metropolitan,Karenia counts,,138.46885,-35.1350600009999
800,Christies Beach Fishkill 2 (Nov),6000142,138.46813,-35.13574,Ad hoc - metropolitan,Karenia counts,,138.46813,-35.1357400009999
801,Christies Beach Fishkill 3 (Nov),6000143,138.469,-35.13408,Ad hoc - metropolitan,Karenia counts,,138.469,-35.134080001
802,Fishery Beach Fishkill 1 (Nov),6000144,138.11456,-35.63264,Ad hoc - Southern Fleurieu,Karenia counts,,138.11456,-35.632640001
803,Fishery Beach Fishkill 2 (Nov),6000145,138.11366,-35.63281,Ad hoc - Southern Fleurieu,Karenia counts,,138.11366,-35.6328100009999
804,Fishery Beach Fishkill 3 (Nov),6000146,138.11414,-35.63271,Ad hoc - Southern Fleurieu,Karenia counts,,138.11414,-35.632710001
805,Hallett Cove Fishkill 1 (Nov),6000147,138.49575,-35.07863,Ad hoc - metropolitan,Karenia counts,,138.49575,-35.078630001
806,Hallett Cove Fishkill 2 (Nov),6000148,138.49578,-35.07788,Ad hoc - metropolitan,Karenia counts,,138.49578,-35.077880001
807,Hallett Cove Fishkill 3 (Nov),6000149,138.49553,-35.07688,Ad hoc - metropolitan,Karenia counts,,138.49553,-35.0768800009999
808,Marino Fishkill 1 (Nov),6000153,138.5074,-35.04466,Ad hoc - metropolitan,Karenia counts,,138.5074,-35.044660001
809,Marino Fishkill 2 (Nov),6000154,138.50763,-35.04414,Ad hoc - metropolitan,Karenia counts,,138.50763,-35.044140001
810,Marino Fishkill 3 (Nov),6000155,138.5073,-35.04495,Ad hoc - metropolitan,Karenia counts,,138.5073,-35.044950001
811,Somerton Fishkill 1 (Nov),6000162,138.50963,-34.9993,Ad hoc - metropolitan,Karenia counts,,138.50963,-34.9993000009999
812,Somerton Fishkill 2 (Nov),6000163,138.50958,-34.99876,Ad hoc - metropolitan,Karenia counts,,138.50958,-34.9987600009999
813,Somerton Fishkill 3 (Nov),6000164,138.50973,-35.0009,Ad hoc - metropolitan,Karenia counts,,138.50973,-35.0009000009999
814,Semaphore Fishkill 1 (Nov),6000159,138.47674,-34.84041,Ad hoc - metropolitan,Karenia counts,,138.47674,-34.840410001
815,Semaphore Fishkill 2 (Nov),6000160,138.4768,-34.83935,Ad hoc - metropolitan,Karenia counts,,138.4768,-34.839350001
816,Semaphore Fishkill 3 (Nov),6000161,138.47645,-34.8413,Ad hoc - metropolitan,Karenia counts,,138.47645,-34.841300001
817,Coorong (COR-6A),4000042,139.0823,-35.6669,Regional - Coorong,Karenia counts (through the SA Shellfish Quality Assurance Program),SASQAP site COR-6A,139.0823,-35.6669000009999
818,Point Lowly Lighthouse,2000020,137.78432869,-33.00091759,Ad hoc - Eyre Peninsula,Karenia counts,,137.784328687,-33.0009175929999
819,Victor Fishkill 1 (Nov),6000176,138.64964,-35.53841,Ad hoc - Southern Fleurieu,Karenia counts,,138.64964,-35.5384100009999
820,Victor Fishkill 2 (Nov),6000177,138.64864,-35.53858,Ad hoc - Southern Fleurieu,Karenia counts,,138.64864,-35.538580001
821,Victor Fishkill 3 (Nov),6000178,138.65104,-35.53831,Ad hoc - Southern Fleurieu,Karenia counts,,138.65104,-35.538310001
822,Sultana Point Fishkill 1 (Nov),6000174,137.75886667,-35.11425,Ad hoc - Yorke Peninsula,Karenia counts,,137.758866667,-35.114250001
823,Sultana Point Fishkill 3 (Nov),6000175,137.75796835,-35.11498483,Ad hoc - Yorke Peninsula,Karenia counts,100 m West from site 1,137.757968352,-35.114984826
824,Foul Bay Fishkill 1 (Nov),6000165,137.20350394,-35.19295799,Ad hoc - Yorke Peninsula,Karenia counts,100 m East from site 2,137.203503943,-35.192957991
825,Foul Bay Fishkill 2 (Nov),6000166,137.20291667,-35.19351667,Ad hoc - Yorke Peninsula,Karenia counts,,137.202916667,-35.193516668
826,Foul Bay Fishkill 3 (Nov),6000167,137.20235388,-35.19413599,Ad hoc - Yorke Peninsula,Karenia counts,100 m West from site 2,137.202353879,-35.1941359909999
827,Moorowie Fishkill 1 (Nov),6000168,137.53782314,-35.11401818,Ad hoc - Yorke Peninsula,Karenia counts,100 m East from site 2,137.537823144,-35.114018183
828,Moorowie Fishkill 2 (Nov),6000169,137.53676667,-35.11378333,Ad hoc - Yorke Peninsula,Karenia counts,,137.536766667,-35.1137833339999
829,Moorowie Fishkill 3 (Nov),6000170,137.53517087,-35.11385908,Ad hoc - Yorke Peninsula,Karenia counts,100 m West from site 2,137.535170872,-35.1138590799999
830,Whyalla Beached Stingray 1 (Nov),6000179,137.57561667,-33.0442,Ad hoc - Eyre Peninsula,Karenia counts,,137.575616667,-33.044200001
831,Whyalla Beached Stingray 2 (Nov),6000180,137.57446667,-33.04448333,Ad hoc - Eyre Peninsula,Karenia counts,,137.574466667,-33.0444833339999
832,Whyalla Beached Stingray 3 (Nov),6000181,137.57678333,-33.04396667,Ad hoc - Eyre Peninsula,Karenia counts,,137.576783333,-33.0439666679999
833,Snapper Point Fishkill 1 (Nov),6000171,138.51508333,-34.77106667,Ad hoc - metropolitan,Karenia counts,,138.515083333,-34.7710666679999
834,Snapper Point Fishkill 2 (Nov),6000172,138.51508333,-34.77198333,Ad hoc - metropolitan,Karenia counts,,138.515083333,-34.771983334
835,Snapper Point Fishkill 3 (Nov),6000173,138.51503333,-34.77013333,Ad hoc - metropolitan,Karenia counts,,138.515033333,-34.770133334
836,Whyalla WH-A Bottom,6100002,137.46897,-33.27901,Offshore,Karenia counts,,137.46897,-33.27901
837,Whyalla WH-B Bottom,6100003,137.54828,-33.11425,Offshore,Karenia counts,,137.54828,-33.11425
838,Whyalla WH-C Bottom,6100004,137.62698,-33.06566,Offshore,Karenia counts,,137.62698,-33.06566
839,Whyalla WH-D Bottom,6100005,137.696,-33.02539,Offshore,Karenia counts,,137.696,-33.02539
840,Whyalla WH-E Bottom,6100006,137.74773,-32.9967,Offshore,Karenia counts,,137.74773,-32.9967
841,Aldinga Fishkill (Nov),6000182,138.443957,-35.2901465,Ad hoc - Southern Fleurieu,Karenia counts,,138.443957,-35.290146501
842,Sellicks Beach Fishkill (Nov),6000186,138.44757,-35.32923,Ad hoc - Southern Fleurieu,Karenia counts,,138.44757,-35.329230001
843,Silver Sands Fishkill (Nov),6000187,138.44749,-35.30888,Ad hoc - Southern Fleurieu,Karenia counts,,138.44749,-35.308880001
844,American River 3 (Nov),6000183,137.78605556,-35.77266667,Ad hoc - Kangaroo Island,Karenia counts,,137.786055556,-35.7726666679999
845,American River 2 (Nov),6000184,137.78119444,-35.77816667,Ad hoc - Kangaroo Island,Karenia counts,,137.781194444,-35.778166668
846,American River 1 (Nov),6000185,137.77433333,-35.78269444,Ad hoc - Kangaroo Island,Karenia counts,,137.774333333,-35.7826944449999
847,Webb Beach Fishkill 1 (Nov),6000194,138.2615501,-34.4597129,Ad hoc - metropolitan,Karenia counts,,138.2615501,-34.4597129009999
848,Webb Beach Fishkill 2 (Nov),6000195,138.261105,-34.4602885,Ad hoc - metropolitan,Karenia counts,,138.261105,-34.460288501
849,Webb Beach Fishkill 3 (Nov),6000196,138.2605322,-34.4662268,Ad hoc - metropolitan,Karenia counts,,138.2605322,-34.4662268009999
850,Tennyson Fishkill 1 (Nov),6000188,138.48303,-34.88545,Ad hoc - metropolitan,Karenia counts,,138.48303,-34.885450001
851,Tennyson Fishkill 2 (Nov),6000189,138.48338,-34.88621,Ad hoc - metropolitan,Karenia counts,,138.48338,-34.8862100009999
852,Tennyson Fishkill 3 (Nov),6000190,138.4826,-34.88469,Ad hoc - metropolitan,Karenia counts,,138.4826,-34.884690001
853,Tiddy Widdy Fishkill 1 (Nov),6000191,137.94096878,-34.40805869,Ad hoc - Yorke Peninsula,Karenia counts,,137.940968779,-34.40805869
854,Tiddy Widdy Fishkill 2 (Nov),6000192,137.94035,-34.4088,Ad hoc - Yorke Peninsula,Karenia counts,,137.94035,-34.408800001
855,Tiddy Widdy Fishkill 3 (Nov),6000193,137.939843,-34.40936333,Ad hoc - Yorke Peninsula,Karenia counts,,137.939842999,-34.409363331
856,Middleton Point,2000021,138.707468,-35.516147,Ad hoc - Southern Fleurieu,Karenia counts,,138.707468,-35.516147001
857,Parsons Beach,2000022,138.47202,-35.633918,Regional - Southern Fleurieu,Quick scan (presence of potentially harmful species),,138.47202,-35.633918001
858,Waitpinga Beach,2000023,138.496202,-35.63607,Regional - Southern Fleurieu,Quick scan (presence of potentially harmful species),,138.496202,-35.636070001
859,Christies Beach Fishkill 1 (Nov ii),6000198,138.46938,-35.13061,Ad hoc - metropolitan,Karenia counts,,138.46938,-35.130610001
860,Christies Beach Fishkill 2 (Nov ii),6000199,138.4695,-35.13309,Ad hoc - metropolitan,Karenia counts,,138.4695,-35.133090001
861,Christies Beach Fishkill 3 (Nov ii),6000200,138.46864,-35.13603,Ad hoc - metropolitan,Karenia counts,,138.46864,-35.1360300009999
862,Semaphore Fishkill (Nov),6000217,138.47769,-34.8427,Ad hoc - metropolitan,Karenia counts,,138.47769,-34.842700001
863,Tennyson Fishkill (Nov),6000222,138.4831,-34.88386,Ad hoc - metropolitan,Karenia counts,,138.4831,-34.883860001
864,Grange Fishkill (Nov),6000205,138.4895,-34.89983,Ad hoc - metropolitan,Karenia counts,,138.4895,-34.8998300009999
865,Henley Beach Fishkill (Nov),6000206,138.49435,-34.92391,Ad hoc - metropolitan,Karenia counts,,138.49435,-34.923910001
